"species","species_id","phenophase_id","common_name","phenophase_description","intensity_value","site_name","elevation_in_meters","elev_bands","tmin_winter","tmin_spring","tmax_winter","tmax_spring","daylength","individual_id","year","day_of_year"
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,47347,33252,2014,111
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,47347,33253,2014,111
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,47347,33255,2014,111
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,47347,33256,2014,111
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,48038,33257,2014,117
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,46310,33260,2014,103
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,46310,33262,2014,103
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,47347,33263,2014,111
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,47347,33264,2014,111
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,47347,33266,2014,111
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-3.38,6.24,8.82,20.43,47347,75730,2014,111
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-3.28,6.35,8.97,20.66,48730,33124,2014,123
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-3.28,6.35,8.97,20.66,48038,33131,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-3.28,6.35,8.97,20.66,48038,33134,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-3.28,6.35,8.97,20.66,48038,33135,2014,116
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-3.28,6.35,8.97,20.66,49421,75839,2014,130
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-3.28,6.35,8.97,20.66,46656,33191,2014,107
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-3.28,6.35,8.97,20.66,47347,33192,2014,113
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-3.28,6.35,8.97,20.66,46656,33193,2014,107
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-3.28,6.35,8.97,20.66,47347,33195,2014,113
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-3.28,6.35,8.97,20.66,49075,33197,2014,125
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,33136,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,33138,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,49421,33139,2014,130
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,49421,33140,2014,130
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,33141,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,33142,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,33145,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,47002,33146,2014,109
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,47002,33148,2014,109
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,33151,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,33153,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,47002,33156,2014,109
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,33157,2014,116
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,33158,2014,116
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,47002,33160,2014,109
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48730,75569,2014,123
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48730,75570,2014,123
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,75571,2014,116
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48730,75572,2014,123
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48038,75573,2014,116
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.28,6.35,8.97,20.66,48730,75574,2014,123
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,47347,33166,2014,111
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,45619,33169,2014,99
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,45619,33170,2014,99
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,45619,33172,2014,99
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,47347,33175,2014,111
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,45619,33176,2014,99
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,46656,33179,2014,106
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,46656,33180,2014,106
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,45619,33182,2014,99
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,48730,33184,2014,122
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,47347,33185,2014,111
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,44928,75737,2014,94
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,44928,75738,2014,94
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,44928,75833,2014,93
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.39,6.23,8.75,20.38,44928,75834,2014,93
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,46656,33200,2014,107
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,42854,33202,2014,266
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,46656,33205,2014,107
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,46656,33206,2014,107
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,46656,33208,2014,107
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,42854,33209,2014,266
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,46656,33211,2014,107
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,46656,33212,2014,107
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,46656,75740,2014,107
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,46656,75741,2014,107
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-3.28,6.35,8.97,20.66,46656,75742,2014,107
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49979,2014,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49980,2014,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49981,2014,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49982,2014,133
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49983,2014,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49984,2014,133
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49985,2014,133
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49986,2014,133
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49987,2014,133
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49988,2014,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49989,2014,133
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49990,2014,133
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49991,2014,133
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-4.54,4.51,7.85,18.74,49766,49994,2014,133
"alba",100,483,"white oak","Leaves","95% or more","GRSM-AT Fontana",579,"<800m",-3.32,6.32,9.24,20.67,39744,50003,2014,288
"alba",100,483,"white oak","Leaves","95% or more","GRSM-AT Fontana",579,"<800m",-3.32,6.32,9.24,20.67,39744,50004,2014,288
"alba",100,483,"white oak","Leaves","95% or more","GRSM-AT Fontana",579,"<800m",-3.32,6.32,9.24,20.67,39744,50006,2014,288
"alba",100,483,"white oak","Leaves","95% or more","GRSM-AT Fontana",579,"<800m",-3.32,6.32,9.24,20.67,39744,50008,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Fontana",579,"<800m",-3.32,6.32,9.24,20.67,39744,50014,2014,288
"alba",100,483,"white oak","Leaves","95% or more","GRSM-AT Fontana",579,"<800m",-3.32,6.32,9.24,20.67,39744,50016,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Fontana",579,"<800m",-3.32,6.32,9.24,20.67,39744,50018,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50020,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50021,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50022,2014,288
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50023,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50024,2014,288
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50025,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50029,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50030,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50031,2014,288
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50032,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50034,2014,288
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50035,2014,288
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-AT Lakeshore Trail",596,"<800m",-3.13,6.45,9.51,21,39744,50036,2014,288
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-5.48,3.43,6.24,16.62,38707,50042,2014,296
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cataloochee Divide",1244,"800-1300m",-5.48,3.43,6.24,16.62,49766,50057,2014,133
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-3.32,6.44,8.91,20.47,49766,50675,2014,132
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-3.32,6.44,8.91,20.47,48730,50680,2014,124
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-3.32,6.44,8.91,20.47,48730,50681,2014,124
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-3.32,6.44,8.91,20.47,45274,50682,2014,96
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-3.32,6.44,8.91,20.47,48730,50684,2014,124
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cades Cove AQ",559,"<800m",-3.32,6.44,8.91,20.47,48730,50685,2014,124
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-3.49,6.58,8.22,19.78,49421,50704,2014,130
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Look Rock AQ",802,"800-1300m",-3.49,6.58,8.22,19.78,49766,50706,2014,133
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-3.77,5.73,8.22,19.72,48038,50312,2014,116
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-3.77,5.73,8.22,19.72,46656,50686,2014,107
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-3.77,5.73,8.22,19.72,51840,50687,2014,175
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-3.77,5.73,8.22,19.72,48730,50688,2014,124
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-3.77,5.73,8.22,19.72,46656,50691,2014,107
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-3.77,5.73,8.22,19.72,46656,50692,2014,107
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-3.77,5.73,8.22,19.72,46656,50695,2014,107
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-3.77,5.73,8.22,19.72,48730,50696,2014,124
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Elkmont AQ",636,"<800m",-3.77,5.73,8.22,19.72,48730,50697,2014,124
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cove Mtn AQ",1241,"800-1300m",-5.09,4.35,5.74,16.49,49075,50711,2014,127
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Cove Mtn AQ",1241,"800-1300m",-5.09,4.35,5.74,16.49,51840,50713,2014,184
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cove Mtn AQ",1241,"800-1300m",-5.09,4.35,5.74,16.49,49075,50725,2014,127
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cove Mtn AQ",1241,"800-1300m",-5.09,4.35,5.74,16.49,49075,50726,2014,127
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Cove Mtn AQ",1241,"800-1300m",-5.09,4.35,5.74,16.49,51840,50727,2014,184
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Cove Mtn AQ",1241,"800-1300m",-5.09,4.35,5.74,16.49,51840,50729,2014,184
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Cove Mtn AQ",1241,"800-1300m",-5.09,4.35,5.74,16.49,51840,50730,2014,184
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Cove Mtn AQ",1241,"800-1300m",-5.09,4.35,5.74,16.49,49075,50731,2014,127
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,50458,23058,2015,140
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,50458,23066,2015,140
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,23068,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42716,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42718,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42719,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42722,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42723,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42724,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42725,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42726,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42727,2015,131
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-5.58,4.1,4.88,15.48,49421,42728,2015,131
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,29315,2015,159
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,32898,2015,159
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,32899,2015,159
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,32900,2015,159
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,32901,2015,159
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,32930,2015,159
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,33104,2015,159
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,45619,33105,2015,247
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,33107,2015,159
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,33108,2015,159
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,33111,2015,159
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,33112,2015,159
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,33116,2015,159
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,33117,2015,159
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,47693,33122,2015,114
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,47693,33123,2015,114
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Nature Trail ",405,"<800m",-2.62,8.12,8.27,21.34,51494,75418,2015,159
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",-2.67,7.96,8.33,21.36,47347,29438,2015,113
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",-2.67,7.96,8.33,21.36,47347,29441,2015,113
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",-2.67,7.96,8.33,21.36,49421,29442,2015,129
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",-2.67,7.96,8.33,21.36,47347,29443,2015,113
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",-2.67,7.96,8.33,21.36,47347,29444,2015,113
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",-2.67,7.96,8.33,21.36,47347,29446,2015,113
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Sugarlands Nature Trail",440,"<800m",-2.67,7.96,8.33,21.36,50803,90114,2015,199
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29876,2015,113
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29877,2015,113
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29878,2015,113
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,48384,29880,2015,121
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,49075,29881,2015,127
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,49075,29882,2015,127
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29883,2015,113
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29884,2015,113
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29885,2015,113
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29887,2015,113
